user_id,item_id,rating
afercdy2efjkt7quq75gisnhtfoq,b00006kpbf,5
afercdy2efjkt7quq75gisnhtfoq,b002mrsm8q,5
afercdy2efjkt7quq75gisnhtfoq,b000063xjl,2
afercdy2efjkt7quq75gisnhtfoq,b00005n7t3,4
afercdy2efjkt7quq75gisnhtfoq,b0029xhgt4,3
afercdy2efjkt7quq75gisnhtfoq,b001thpa26,4
afercdy2efjkt7quq75gisnhtfoq,b000o1pkog,3
afercdy2efjkt7quq75gisnhtfoq,b000xxdj8e,3
afercdy2efjkt7quq75gisnhtfoq,b00006lir1,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7sc,4
afercdy2efjkt7quq75gisnhtfoq,b00005nire,4
afercdy2efjkt7quq75gisnhtfoq,b00006le7s,3
afercdy2efjkt7quq75gisnhtfoq,b00005niop,4
afercdy2efjkt7quq75gisnhtfoq,b00006kt0k,4
afercdy2efjkt7quq75gisnhtfoq,b000069ywg,4
afercdy2efjkt7quq75gisnhtfoq,b00008gt1f,3
afercdy2efjkt7quq75gisnhtfoq,b000k7kjxq,3
afercdy2efjkt7quq75gisnhtfoq,b00007awme,4
afercdy2efjkt7quq75gisnhtfoq,b00005niph,3
afercdy2efjkt7quq75gisnhtfoq,b000uhi32u,4
afercdy2efjkt7quq75gisnhtfoq,b000uhi2lw,4
afercdy2efjkt7quq75gisnhtfoq,b00006f2sy,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7p0,4
afercdy2efjkt7quq75gisnhtfoq,b00005r8bl,3
afercdy2efjkt7quq75gisnhtfoq,b00005n7ss,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7xo,4
afercdy2efjkt7quq75gisnhtfoq,b000eq4010,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7qi,3
afercdy2efjkt7quq75gisnhtfoq,b00005n7oj,3
afercdy2efjkt7quq75gisnhtfoq,b00006j9hv,3
afercdy2efjkt7quq75gisnhtfoq,b00005n7tl,3
afercdy2efjkt7quq75gisnhtfoq,b00005nipo,4
afercdy2efjkt7quq75gisnhtfoq,b00005v3e8,3
afercdy2efjkt7quq75gisnhtfoq,b000egciw8,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7ny,2
afercdy2efjkt7quq75gisnhtfoq,b00005n7uc,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7ps,3
afercdy2efjkt7quq75gisnhtfoq,b00005niow,4
afercdy2efjkt7quq75gisnhtfoq,b00006gxd4,4
afercdy2efjkt7quq75gisnhtfoq,b00005nirs,4
afercdy2efjkt7quq75gisnhtfoq,b00005ninu,4
afercdy2efjkt7quq75gisnhtfoq,b00005nio2,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7vn,4
afercdy2efjkt7quq75gisnhtfoq,b00005nirg,3
afercdy2efjkt7quq75gisnhtfoq,b00005niny,3
afercdy2efjkt7quq75gisnhtfoq,b0000c4cu9,4
afercdy2efjkt7quq75gisnhtfoq,b00005n7qd,5
afercdy2efjkt7quq75gisnhtfoq,b00005n7sk,5
afercdy2efjkt7quq75gisnhtfoq,b00005nioh,5
afercdy2efjkt7quq75gisnhtfoq,b00005nioc,3
afercdy2efjkt7quq75gisnhtfoq,b00005nin0,3
afercdy2efjkt7quq75gisnhtfoq,b00008dp07,4
afercdy2efjkt7quq75gisnhtfoq,b00005nir1,2
afercdy2efjkt7quq75gisnhtfoq,b00005nipp,3
afercdy2efjkt7quq75gisnhtfoq,b00005nin8,5
afercdy2efjkt7quq75gisnhtfoq,b00005n7r0,4
ahcnkbcbga3mbkr3idyegw6zxbbq,b002pxw13y,5
ahcnkbcbga3mbkr3idyegw6zxbbq,b002pxvzke,3
aggj6shno3hlk5jodweitqqjetkq,b00005r8bh,5
aggj6shno3hlk5jodweitqqjetkq,b00008ihfc,5
ahkqclsbqzzfkxmicwcl5raxpjma,b002pxvyqy,5
ahpxdxguhykwyx6kikch2ib4dfuq,b001u5spme,5
agjfpqj5uh5bqeqgl6gkurtn6xza,b003n3qrf8,5
aeyxc43nc7jouq7be3gxc3gvda5a,b002pxvyb4,5
agsfgwkz4jadov2go4dlcobwahbq,b001thpa58,5
agnfcxsjsydhfrf4zkiedv3gvzfa,b002xpvnoc,5
aepdch7pa3ncprfiqhmtmshb6aca,b00006knxp,5
agraocjontygh225rfxeyyrjxpda,b01n702llm,5
ahyolm6on6swzuspcyrobcrpagza,b003n3qrfi,3
aexcbvlsgiqsek3uiplmfevn6lsq,b0058eonom,5
agsxrfm7utphnpduhsrifsxlyphq,b000ftj7be,5
ahasa7bcdfzesmnacodej2r3zloa,b015ghgcsa,5
ahnqs77oy2p2k353p7vofg6w2bxa,b001u5spis,2
ahnqs77oy2p2k353p7vofg6w2bxa,b01m1obfvn,4
afar7qjkl73z6oyj7343huidzoea,b07drwht3p,5
ahpohkn4pu4w3v5pgfl7agtad2aa,b00f418d36,5
ahpohkn4pu4w3v5pgfl7agtad2aa,b00jdteg9a,5
ahq6imgdxcsndogtpomkkwmv74hq,b00b8c8swq,5
ahq6imgdxcsndogtpomkkwmv74hq,b00008kfzf,5
aevmmh3cc3wdt3x7nwqbdnpb73ua,b004gvzuuy,5
ahxzzrpp65ap7aceamvc75a4jnaq,b002pxw13y,4
affcqnwchxty7baniwxlp5c2bkpa,b005prck7o,2
ah4una3hydpxdlp7oetqqoqqdwya,b0029xhgsk,5
ahy2d6ixqldywpw2gpts5rmcsgba,b0000afqrg,5
ae2cjpqpegcidjkzzrydsvrv46sa,b00009vpdt,4
afoibdpu4quzs2l5qeoxa7hrrxka,b000063xjl,5
afhpjtbqyqhqxifbaodxdaigcgmq,b002pxvyu0,5
ae4rheivrsrra7buf7wp3ctksjsq,b002pxvyeq,5
ahw4lovwir4wor7dn5ipiv5pcsea,b000063xjl,5
af4gf2fh5baiirumvftafnvtni3a,b00hg1bp0a,4
aekmlzcpts7tbh7gyzxcka7zk6bq,b001tp73ua,5
affrd2c6p27mkzzbdibgvmgqk3ua,b00ayi9yxc,5
affrd2c6p27mkzzbdibgvmgqk3ua,b001thpa4y,5
agek7co557buvlgdzswk5pr57fya,b002pxvysc,5
agek7co557buvlgdzswk5pr57fya,b001thpa3k,5
aeh6dbat44ueb4rfu7yzyykkf5hq,b00005nioh,1
afrud3cigc72mataockocxujnryq,b002pxw24c,1
ag5fgcim6pbjx3jndrkqmitztima,b001thpa3u,5
agtw6zgpuaorq7x6cnbp6pjw7ota,b00007b9e3,4
afffvua7jpduwcpp2euviwchgniq,b00006kvlz,5
afffvua7jpduwcpp2euviwchgniq,b002pxvzp4,5
afedebp63m2mh22da3422udgdczq,b002pxvyqy,5
afedebp63m2mh22da3422udgdczq,b002pxvyeq,5
ahmg3alube3febhodtbhp5j24yda,b00006kpdp,5
afd5wctwvbweqgbgkvzomxqirowa,b002pxvyuu,5
agohvw36i4zg6b7wuo54nyw54cmq,b07drwht3p,5
agohvw36i4zg6b7wuo54nyw54cmq,b002pxw04y,5
ah7uke3jvrdldme7zedcpvf7qs5q,b000063xjl,1
afjg3nuk732izei7iqjleweebgba,b00005nioh,5
afypv3cyowyynpdx7vvqr35bobaa,b004gvzuuy,5
af4y6ejfzukh2vm3mt4anikyiika,b07bzb64fg,5
af6gxoipgag5gn2qs3rgqdzr7adq,b01ia73gws,5
aen35z7jgycsoji6hofkkutl5ska,b00006fxoo,1
aen35z7jgycsoji6hofkkutl5ska,b00007avqz,2
ahir2tjn7gnfmfmt334sqfdfv6va,b00d8gwhxg,3
ahjyod56gvuhguw6nv4us7jr6nda,b07qrn3y9v,3
aewoxxp4eamgohi4c74exbfd2qna,b002pxw148,5
ahezkyeth4dlybfqnvq6vfdgjggq,b000a177za,5
ahezkyeth4dlybfqnvq6vfdgjggq,b0029xhgt4,5
agbsx3lomiyinvj62fhmi5pemg6q,b00005n7t9,4
ag5vbcxqnd3awhlmo6y3az5g7sra,b00hg1boss,1
agvpqbkoes5mmamyswsfzzrizeja,b01fv50y18,5
aglveauzvejrp5raypue5exkvl6a,b00hg1bozg,4
afjucbeac7m7srvurom6777htxma,b002anpg4u,1
aeci7cgyxrr2gh6iwc7afjbmtvjq,b00007b224,3
aeodo3ttaflgbyu6h2ooi3s3zvkq,b00496ij9a,5
aeodo3ttaflgbyu6h2ooi3s3zvkq,b00005n7sl,5
agwdyyvvwm3dc3casuzkxk67g6ia,b002pxvzw2,4
agwdyyvvwm3dc3casuzkxk67g6ia,b00o9k26iq,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005qdwh,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00006kft2,4
agwdyyvvwm3dc3casuzkxk67g6ia,b00cy40k3m,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7u1,4
agwdyyvvwm3dc3casuzkxk67g6ia,b000ftj7jq,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7sl,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005nire,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00006kyz9,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00006kwic,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005niny,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7tm,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7rd,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7qg,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005n7ov,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005niow,5
agwdyyvvwm3dc3casuzkxk67g6ia,b00005nioa,5
agr7drerpbv2juk6dk6bimuxcwua,b000vi4n36,5
afv22kppup7bsptant6c5lldgtpa,b094p9jtml,5
ahjensqgxluzx2t5f47jcsj7qy5q,b0058k4ra6,5
agco5au5avdfjkkvvx2taymddp3q,b002pxw0m6,1
ahqsqiyckorl2gsxfybaittpmcoq,b002pxw1ie,5
ahqsqiyckorl2gsxfybaittpmcoq,b07qmb5l67,5
ahqsqiyckorl2gsxfybaittpmcoq,b0061shl16,5
agbiooepwr7vngvcmwtklntfwfbq,b072zlxzxx,1
aey7ktvue2j7ikgzlrtfu36easxq,b07qrn3y9v,4
ah5l5w3mis6bwfwagjb37hhckgwq,b002pxvyo6,5
aebvaqqb36pc2pjx32pwgvq2n67a,b0089fuf6w,5
aebvaqqb36pc2pjx32pwgvq2n67a,b01n35umqv,5
afii632qnidfwdvoojexcp26cnkq,b001thpa3a,5
afekj4fqzo7bwjle4xz2c2xoav5a,b002ct515q,5
afvzx7humky5vjoekhmm4hfqtdgq,b003i7hs5m,5
aea45b3kt25o2rmy76vrw2d67axa,b00y05pfx8,4
aej2aebokqitaqidfi5pt3kpw4fq,b002pxvyqy,5
aeziw242ebvlbv24la7fkyvn7yuq,b0032khqts,5
ahqt3ndkzrapy4m5e75vpdq7pliq,b0089fuf6w,5
agjka4ykq4znhqzdl5x4qimnv4va,b0089fuf6w,5
ahtlg4hmraka2pv64qs2ll2rsoha,b01bj902iu,4
ahtlg4hmraka2pv64qs2ll2rsoha,b08zw2ghd1,4
ahtlg4hmraka2pv64qs2ll2rsoha,b00005nioh,4
ahtlg4hmraka2pv64qs2ll2rsoha,b00y05pfx8,4
ag3bmkrmgdrtl3j35by3t6krf7wq,b001thpa4y,5
ae46nj5h3ejiehps3cmzshqisaca,b00y05pfx8,5
afcvdza4urazmka7cn2bjykz5xbq,b002pxvyeq,5
agsjhyskri7jce67r44xpvxewlza,b00007axq2,5
afczvotxxesiukwas76mb6uougxq,b002pxw1ie,3
afyx5dxwj5stzhjmediepmocqlpa,b0089fuf6w,5
afyx5dxwj5stzhjmediepmocqlpa,b002pxvyqy,5
afyx5dxwj5stzhjmediepmocqlpa,b0037stb02,5
afyx5dxwj5stzhjmediepmocqlpa,b01lz307td,5
ag4vsc4phms5o6bsopxurf22cpfa,b06x18ng77,5
agqxyvhtwnweeie52bzgwubbjvnq,b003i7hs4i,5
agqxyvhtwnweeie52bzgwubbjvnq,b001thpa30,5
agqxyvhtwnweeie52bzgwubbjvnq,b00005n7t3,5
aflawx6g66plce4otj6m3oskw47a,b015hsvuk8,5
ahbdcc6ppj6tdxhqoyihkdns3vhq,b0046z4nee,4
ahbdcc6ppj6tdxhqoyihkdns3vhq,b002fcnhn8,4
ahbdcc6ppj6tdxhqoyihkdns3vhq,b00007avyi,3
aecw54zmqeqz5cqhuezwhbktg6eq,b001u5spjw,5
af3uynhyz7epptnk3avugx3wfkea,b00005nire,5
ahkiqtldb524s4lyflbhv3ashq4a,b000egciw8,4
ahkiqtldb524s4lyflbhv3ashq4a,b00008rujp,5
ahkiqtldb524s4lyflbhv3ashq4a,b0029xhgsk,5
ah3qzapnpjnficmagbmrt7mwp6oq,b000063xjl,5
ah3qzapnpjnficmagbmrt7mwp6oq,b01hvtd9qe,5
ah3qzapnpjnficmagbmrt7mwp6oq,b01fv4ycna,5
aep42ajqlnvhoroh4bwtgnp3iqqq,b000h1r1qi,5
aglk6ytrreca6vhdrkgz4a3g6tfq,b00005n7sc,4
aglk6ytrreca6vhdrkgz4a3g6tfq,b00007azwj,5
aglk6ytrreca6vhdrkgz4a3g6tfq,b00006k1tl,2
ahjtusl7tsp3ui2yi67yqaye6uzq,b002vb3x96,4
ahjtusl7tsp3ui2yi67yqaye6uzq,b0089fuf6w,5
ahjnm2zaay4zdb4tlxytgnjqtiuq,b00005nioa,5
aers7y7nlenbh3mwiui4l4mddkhq,b06xppnzpx,2
ah657hwzyygpqosbuygcb2azw4lq,b00pe3snlg,1
agp3uavlqvna2c7ksdatdl3vz2fa,b002pxvyeq,5
aekpjagbas2zymvbsrw4xyeqi7ia,b002pxw1ie,2
aexfrbk44a6tgmenep52a6fclagq,b002pxvygo,4
aerthwaswtjc7zot7x6ydm5ki3za,b002pxw14s,5
aerthwaswtjc7zot7x6ydm5ki3za,b002pxw04y,5
aerthwaswtjc7zot7x6ydm5ki3za,b007q1m38i,5
aeqivu6bf23g3elojdce55wmerua,b00m9nu5bu,5
agkw5pgyc4qatmyfn4irrhev3eaq,b0089fuf6w,5
agkw5pgyc4qatmyfn4irrhev3eaq,b002vb3x96,5
aflmdrw4smikib2wj3dvs55p2sba,b00nxv5il4,5
aflmdrw4smikib2wj3dvs55p2sba,b00jyek0q2,5
afj7m57s7sdkn5olzgmep4vd6cta,b0160coryg,5
affpnisxobdfrruoicttzqlk3waa,b0037stb02,5
agsdqqcncnvhsrhkor236ag66zsa,b002pxvybe,2
agsdqqcncnvhsrhkor236ag66zsa,b001thpa3k,2
agsdqqcncnvhsrhkor236ag66zsa,b0000awd92,5
agsdqqcncnvhsrhkor236ag66zsa,b00005nioc,5
agq6zyexa3lpdqh5vnzfk3c45bla,b00005nioh,5
agq6zyexa3lpdqh5vnzfk3c45bla,b00005n7ph,4
affcht24kmidp3c34c3lqx732tzq,b0061shl02,5
ael372w7lxnkuvqloge4qtkonnga,b001uje7j0,5
ael372w7lxnkuvqloge4qtkonnga,b002pxvzw2,5
aertiqwbb3luarr6isejkx3bkryq,b004gvzuuy,1
aht72tziazfwjfv4xpmqiqgs72ha,b002pxvyeq,5
ae4srj4ivdwuwgzf7bz4mxh7wkua,b01h6wolpy,5
afcvejejdi4w4ukuqkx2va2bnlna,b001thpa3k,1
ahyib22ekw4fikwwuq3qify3ukca,b002ct515q,4
ae5dkx6s7ietzbjzb6xsnnsswkla,b002pxw0xk,5
ag5q5u7hjgieevc3rbzzlnaajq7q,b002pxw1ie,4
ag5q5u7hjgieevc3rbzzlnaajq7q,b01hdaj8ji,5
ag5q5u7hjgieevc3rbzzlnaajq7q,b004gvzuuy,5
ahiu4agkfodm25jdhn6ggmmn7gaq,b01ly3vkmy,5
ahiu4agkfodm25jdhn6ggmmn7gaq,b06xq87wmz,5
ae3x3or52jvxeiquxwvup5xc5hyq,b002v0cjl0,5
afli6z2dxzxvdh3qmq2urwzrkerq,b01n35umqv,5
afli6z2dxzxvdh3qmq2urwzrkerq,b004gvzutu,5
ahjoi2ju7wf3fcubpnpedjlmfhcq,b002ct515q,5
ahjoi2ju7wf3fcubpnpedjlmfhcq,b001thpa26,5
af3jwaod7hxw3hz7urfxwuwjthmq,b002pxvzw2,5
ahqy4hjibk3llxzyyimt4hlq7ara,b002pxvyqy,5
afzfjfrhakqjqjblfwii5m33jfea,b001thpa4y,3
afwehjhywjglifvgzcbbucax4hwa,b00vatzi2k,5
afwehjhywjglifvgzcbbucax4hwa,b004gvzuuy,5
afwehjhywjglifvgzcbbucax4hwa,b0089fuf6w,5
afwehjhywjglifvgzcbbucax4hwa,b001thpa1c,5
afwehjhywjglifvgzcbbucax4hwa,b001thpa1w,5
afwehjhywjglifvgzcbbucax4hwa,b002pxw0qw,5
afwehjhywjglifvgzcbbucax4hwa,b002v0cjl0,5
ahquemwwxrex7jyb22x3j3exnloq,b00006fxot,5
ahjh3ynjh7ssqzbzrov24g2stwna,b01n819udu,5
ahw7etgbkgx6dcg2lbag5yaxu46a,b00005niph,5
ahw7etgbkgx6dcg2lbag5yaxu46a,b001u5spme,5
ahw7etgbkgx6dcg2lbag5yaxu46a,b003n3qrf8,5
ae7gvdnry5nabep253y3gmduzoza,b00005n7ql,5
aglj7wi2hqjw55b7b7on7jnsf5ya,b00007azrh,5
aglj7wi2hqjw55b7b7on7jnsf5ya,b00ahkj9im,5
afsc75l7rykr2h5cog2wzfcbnoyq,b002pxvyve,1
afxspkootzmj3q7bmtfweqw65kyq,b002pxw0eo,4
aevqzeimzmnzmwdz4epvx5rhvioq,b00007azwj,5
agixigzqr7hwdix2riyj4gzbttua,b0061shl02,1
aebjwiv7q72y2ns2mkomzs4cp5uq,b001thpa1w,5
ahz7s3vos62dcznbinybf4jipyqq,b01n3ju76w,5
ahfavtvol2kuu4prarh7zjqor75q,b00006k99y,5
ahfavtvol2kuu4prarh7zjqor75q,b00006kr0u,5
ahfavtvol2kuu4prarh7zjqor75q,b00006fxov,5
ahfavtvol2kuu4prarh7zjqor75q,b00006fxot,5
ahfavtvol2kuu4prarh7zjqor75q,b00006fxop,5
aenh6lsb6bm7xlpeyul43wbod6ja,b06xwb4x41,4
aghytssr4jmxzjamizioy4i7dxjq,b00005n7sc,5
afjv56yjxy6iapcwxkxpmgfn474q,b004gvzuuy,5
ael2xlbpegbhy57ddttaja2ajlkq,b01m11ay5c,5
ael2xlbpegbhy57ddttaja2ajlkq,b002pxw1ie,5
ael2xlbpegbhy57ddttaja2ajlkq,b01msdmr9t,5
aeug4kobtgkrpatanzkrybxkcn3a,b00079ro7g,5
aetzzid3gjsumql45wvr5oms6yma,b00005qje7,5
aecov6on6un4zsmbdp2y6woxihxq,b00hg1bp0a,5
aeputkx6fqjk7nlqb3xalhmmx2da,b0037stb02,1
ahtc3q3mywi4leurdp5cjfplkzcq,b0061shl16,5
aglnphij2wh4agtoxqwp7htslgfq,b01msdmr9t,5
afwf45rvqmtbsya3mka3r7k365fq,b00005n7qn,4
afwf45rvqmtbsya3mka3r7k365fq,b00005n7tg,4
ahmg2lf7u36e23yti7ckb3vb2pgq,b00006fxoq,4
ae3gxd2tdmpz624vt6jgwaoucdja,b003n3qrf8,5
ahldc47kaohavv5f6txk7yn65btq,b0023ew6fs,5
aej536cdtlq2xrjt6vl4e4z52ppa,b001ljgvm0,4
aej536cdtlq2xrjt6vl4e4z52ppa,b000utyhs2,5
aej536cdtlq2xrjt6vl4e4z52ppa,b00005nipx,4
ahgonlbpmxijrw3jub6ho4uvpp6q,b00006kssx,4
aevu3glokkznopwsxvg33jeacomq,b00006kw35,3
afelgeudzcacfzj32b7ntlrq4dda,b00008wetf,5
ahllsvttsq4beln5kcoutxuiyhha,b0047viafu,5
aeip36ksgsggtdsgyz3inawl33ta,b0039l2qls,1
aha54g7h4af5veq5n7ppbw4areza,b003n3qrf8,1
ahwixtnowfbbnf4xatshq4rwj26a,b00prahijo,5
aetrwz7zbc7k37ajqnqy5kg3ri4q,b01mxo1w39,3
aeq4bcigvrurga44dxwdjqw4o5cq,b001thpa1c,4
aeq4bcigvrurga44dxwdjqw4o5cq,b001thpa58,3
aeq4bcigvrurga44dxwdjqw4o5cq,b002pxw0eo,5
aeq4bcigvrurga44dxwdjqw4o5cq,b001thpa3u,5
aeq4bcigvrurga44dxwdjqw4o5cq,b002v0cjl0,4
aeq4bcigvrurga44dxwdjqw4o5cq,b0061shkvw,1
aeq4bcigvrurga44dxwdjqw4o5cq,b004gvzuuy,2
aeq4bcigvrurga44dxwdjqw4o5cq,b002pxvyqy,4
aeq4bcigvrurga44dxwdjqw4o5cq,b01n702llm,2
aeq4bcigvrurga44dxwdjqw4o5cq,b004gvzuu4,1
aeaxajacfmxiaah4wohrmxpszwfa,b0023ew6fs,3
ahpr3dagwzhhnzw2lbmtxu3plslq,b00005n7tl,1
ahpr3dagwzhhnzw2lbmtxu3plslq,b001thpa26,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b002ct515q,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b000pubbwq,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b00006k3eu,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b00005n7t8,3
ahpr3dagwzhhnzw2lbmtxu3plslq,b001u5spme,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b002pxvypu,1
ahpr3dagwzhhnzw2lbmtxu3plslq,b00005n7qa,5
ahpr3dagwzhhnzw2lbmtxu3plslq,b000ftj7be,5
afpf2conj33fnfkoeq2tunwqjtfq,b00jarau4k,1
afpf2conj33fnfkoeq2tunwqjtfq,b000063xji,5
ahbwsvfdlcjl4e4faidwfrhdqnza,b0061shl16,5
afoolpwuvw3snggoerkvomzozdra,b002pxvyo6,4
afoolpwuvw3snggoerkvomzozdra,b01fv50y18,4
ahk2iidszvcrm6nrjj5gslky263q,b002pxw1wu,4
afqwwm3oq5ce5scrz6binbuwwxvq,b00283lgpu,5
agsljilqukv7xk562yizjncuc5hq,b002pxvyeq,1
agsljilqukv7xk562yizjncuc5hq,b002pxw0xk,1
agpy5323ysj5mll3b5g5wr6o4boa,b01n702llm,4
aebqx57wxpybxnx27iajiiangfra,b002pxvyeq,2
ahhv73xjb3xonwnmvv7otfrgexha,b00i2y8q2a,5
aem5ypnwrfzmtisa7mno5q55cerq,b004gvzuue,5
aem5ypnwrfzmtisa7mno5q55cerq,b002v0cjl0,3
ahlmx6j34tfyfgnd4ip3p4wwu3ta,b002pxvyu0,5
agf4n3eqogm6o3cfdkevediy3mnq,b002v0cjl0,3
aej7rcg7e2r6d6nbylco3rewgsga,b00qrd65qw,5
agzqvg66zg73bkbh2onraheit7iq,b0012owc9a,5
ahr7iraujozakh3wsnl4wfrie6oa,b000uhi334,5
aglf3nqbtibdsr5bxxulhmtauntq,b004wgitbk,5
aehx6y2a25c22o22m4esq7xpupna,b005ugnkag,5
ah2n34pta3nyc7hghb5etrftj4tq,b00005nioh,5
agtnkrjtazz3wgsbiqw7urhavwfa,b001thpa3u,5
afijlaw3hiomrufswnh54ij3xqaa,b00005n7sn,4
afijlaw3hiomrufswnh54ij3xqaa,b00005umoq,4
afijlaw3hiomrufswnh54ij3xqaa,b00016jenw,5
afijlaw3hiomrufswnh54ij3xqaa,b00005n7qc,3
aeawaxeykugm5bw6b5ocemxzqe2q,b06xpyybrq,4
aeawaxeykugm5bw6b5ocemxzqe2q,b001u5spk6,4
aeawaxeykugm5bw6b5ocemxzqe2q,b00006k6wg,2
ahrj56hyktt7bsbunuoeocnf67qa,b00006fxot,4
aejipqy4ud6zs2atzppusqyevsqa,b00006kpu2,4
agpc7cwrqpmnqfxwlyjyqyf7dcqa,b0061shl16,3
afwgr35nrl4h6524nd6sslxrimqa,b000wpcn2g,5
aey4kxhall3yhu4yhucne43awila,b0032khqts,5
aey4kxhall3yhu4yhucne43awila,b000njbirw,3
aha5vzqkvuktvmk7hzdkmweevuwq,b002pxvzig,3
afhprjtguksihvwclre2e2tassxa,b002pxvyqy,5
afhprjtguksihvwclre2e2tassxa,b002pxvyeq,4
aex66u2ytl2fucrwbghzi7ve7i2a,b002pxvyeq,5
ah6ac6orw5hfoi6rdgncpb2mwgzq,b00006kjbr,5
aefkblyjtvxvdmpteqfqm4hfhn3a,b07qf2gg9l,3
